,time_diff,close,volume,match_hr,match_min,match_sec,match_ms,time_in_ms
340,27,1792000,1,8,45,1,517,31501517
341,1,1792000,3,8,45,1,518,31501518
342,13,1791800,1,8,45,1,531,31501531
343,2,1792000,3,8,45,1,533,31501533
344,14,1792000,1,8,45,1,547,31501547
345,26,1792000,1,8,45,1,573,31501573
346,11,1792100,1,8,45,1,584,31501584
347,33,1791800,5,8,45,1,617,31501617
349,5,1791700,3,8,45,1,622,31501622
350,13,1791700,3,8,45,1,635,31501635
351,0,1791700,2,8,45,1,635,31501635
353,30,1791700,1,8,45,1,665,31501665
354,9,1791900,2,8,45,1,674,31501674
355,0,1791900,2,8,45,1,674,31501674
357,24,1791900,1,8,45,1,698,31501698
358,15,1792100,3,8,45,1,713,31501713
359,0,1792100,1,8,45,1,713,31501713
360,0,1792100,1,8,45,1,713,31501713
361,0,1792100,1,8,45,1,713,31501713
362,44,1792300,1,8,45,1,757,31501757
363,37,1791900,2,8,45,1,794,31501794
364,46,1792000,1,8,45,1,840,31501840
365,10,1791900,3,8,45,1,850,31501850
367,34,1792100,4,8,45,1,884,31501884
368,34,1792000,1,8,45,1,918,31501918
370,10,1791900,3,8,45,1,928,31501928
372,9,1791900,1,8,45,1,937,31501937
373,3,1792100,1,8,45,1,940,31501940
374,10,1791900,1,8,45,1,950,31501950
375,45,1791900,1,8,45,1,995,31501995
376,27,1792000,2,8,45,2,22,31502022
378,0,1792100,1,8,45,2,22,31502022
379,1,1792100,5,8,45,2,23,31502023
380,0,1792100,1,8,45,2,23,31502023
381,1,1791800,1,8,45,2,24,31502024
382,34,1791900,1,8,45,2,58,31502058
383,77,1792000,1,8,45,2,135,31502135
384,12,1791800,1,8,45,2,147,31502147
385,29,1791800,1,8,45,2,176,31502176
386,60,1791900,1,8,45,2,236,31502236
387,36,1792100,1,8,45,2,272,31502272
388,23,1792200,1,8,45,2,295,31502295
389,92,1791800,2,8,45,2,387,31502387
391,4,1791800,1,8,45,2,391,31502391
392,19,1791900,1,8,45,2,410,31502410
393,12,1792000,1,8,45,2,422,31502422
394,220,1791900,1,8,45,2,642,31502642
395,36,1792000,1,8,45,2,678,31502678
396,15,1791700,1,8,45,2,693,31502693
397,33,1792000,1,8,45,2,726,31502726
398,14,1792000,1,8,45,2,740,31502740
399,40,1791800,1,8,45,2,780,31502780
400,40,1792100,1,8,45,2,820,31502820
401,113,1792000,1,8,45,2,933,31502933
402,57,1792000,1,8,45,2,990,31502990
403,1,1792000,1,8,45,2,991,31502991
404,27,1791900,1,8,45,3,18,31503018
405,71,1792100,2,8,45,3,89,31503089
406,66,1792000,1,8,45,3,155,31503155
407,54,1791900,1,8,45,3,209,31503209
408,10,1791900,1,8,45,3,219,31503219
409,14,1792000,2,8,45,3,233,31503233
410,39,1792200,1,8,45,3,272,31503272
411,2,1792000,3,8,45,3,274,31503274
412,0,1792000,3,8,45,3,274,31503274
413,0,1792000,3,8,45,3,274,31503274
415,1,1792100,1,8,45,3,275,31503275
416,0,1791900,1,8,45,3,275,31503275
417,7,1792000,1,8,45,3,282,31503282
418,26,1792000,3,8,45,3,308,31503308
419,16,1792100,1,8,45,3,324,31503324
420,50,1791900,1,8,45,3,374,31503374
421,20,1792100,1,8,45,3,394,31503394
422,0,1792200,1,8,45,3,394,31503394
423,55,1792000,1,8,45,3,449,31503449
424,161,1792100,1,8,45,3,610,31503610
425,0,1792100,1,8,45,3,610,31503610
426,22,1792100,3,8,45,3,632,31503632
427,16,1792000,1,8,45,3,648,31503648
428,69,1792000,2,8,45,3,717,31503717
429,10,1791900,2,8,45,3,727,31503727
431,1,1792200,2,8,45,3,728,31503728
432,37,1791900,3,8,45,3,765,31503765
433,32,1791900,1,8,45,3,797,31503797
434,65,1791900,1,8,45,3,862,31503862
436,17,1791800,1,8,45,3,879,31503879
437,40,1791900,1,8,45,3,919,31503919
438,31,1792000,3,8,45,3,950,31503950
439,13,1791900,1,8,45,3,963,31503963
440,4,1791800,1,8,45,3,967,31503967
441,61,1791800,2,8,45,4,28,31504028
442,0,1791800,3,8,45,4,28,31504028
443,20,1791800,1,8,45,4,48,31504048
445,20,1791600,3,8,45,4,68,31504068
446,13,1791600,1,8,45,4,81,31504081
447,70,1791600,1,8,45,4,151,31504151
448,24,1791600,3,8,45,4,175,31504175
449,10,1791800,3,8,45,4,185,31504185
450,2,1791600,1,8,45,4,187,31504187
451,69,1791500,1,8,45,4,256,31504256
452,37,1791500,1,8,45,4,293,31504293
453,5,1791500,1,8,45,4,298,31504298
454,21,1791500,1,8,45,4,319,31504319
455,27,1791500,1,8,45,4,346,31504346
456,57,1791500,2,8,45,4,403,31504403
457,5,1791700,1,8,45,4,408,31504408
458,28,1791500,1,8,45,4,436,31504436
459,20,1791500,3,8,45,4,456,31504456
460,30,1791500,2,8,45,4,486,31504486
461,6,1791500,2,8,45,4,492,31504492
462,40,1791500,1,8,45,4,532,31504532
463,13,1791500,1,8,45,4,545,31504545
464,11,1791500,3,8,45,4,556,31504556
465,15,1791500,1,8,45,4,571,31504571
466,0,1791500,2,8,45,4,571,31504571
467,1,1791500,1,8,45,4,572,31504572
468,1,1791600,2,8,45,4,573,31504573
469,3,1791500,1,8,45,4,576,31504576
470,8,1791500,1,8,45,4,584,31504584
471,51,1791400,1,8,45,4,635,31504635
472,5,1791600,1,8,45,4,640,31504640
473,36,1791400,1,8,45,4,676,31504676
474,15,1791400,1,8,45,4,691,31504691
475,149,1791400,1,8,45,4,840,31504840
476,6,1791600,2,8,45,4,846,31504846
477,17,1791400,2,8,45,4,863,31504863
478,10,1791400,1,8,45,4,873,31504873
479,11,1791300,1,8,45,4,884,31504884
480,15,1791300,1,8,45,4,899,31504899
481,25,1791300,1,8,45,4,924,31504924
482,10,1791300,3,8,45,4,934,31504934
483,10,1791300,1,8,45,4,944,31504944
484,7,1791300,1,8,45,4,951,31504951
485,39,1791300,1,8,45,4,990,31504990
486,81,1791300,2,8,45,5,71,31505071
488,10,1791200,2,8,45,5,81,31505081
489,37,1791200,2,8,45,5,118,31505118
490,2,1791200,2,8,45,5,120,31505120
491,37,1791200,1,8,45,5,157,31505157
492,41,1791200,2,8,45,5,198,31505198
493,10,1791100,3,8,45,5,208,31505208
494,10,1791100,1,8,45,5,218,31505218
495,76,1791100,3,8,45,5,294,31505294
496,10,1791100,1,8,45,5,304,31505304
497,0,1791100,2,8,45,5,304,31505304
498,9,1791100,2,8,45,5,313,31505313
499,39,1791200,1,8,45,5,352,31505352
500,10,1791300,1,8,45,5,362,31505362
501,24,1791100,2,8,45,5,386,31505386
502,65,1791100,3,8,45,5,451,31505451
503,3,1791000,1,8,45,5,454,31505454
504,38,1791000,1,8,45,5,492,31505492
505,37,1791000,1,8,45,5,529,31505529
506,4,1791000,6,8,45,5,533,31505533
507,10,1791000,3,8,45,5,543,31505543
508,75,1791000,3,8,45,5,618,31505618
509,22,1790900,2,8,45,5,640,31505640
510,66,1790900,2,8,45,5,706,31505706
511,20,1790900,2,8,45,5,726,31505726
512,31,1790900,1,8,45,5,757,31505757
513,31,1790900,1,8,45,5,788,31505788
514,13,1790900,1,8,45,5,801,31505801
515,28,1790800,4,8,45,5,829,31505829
516,31,1790800,2,8,45,5,860,31505860
517,10,1790800,2,8,45,5,870,31505870
518,44,1790800,1,8,45,5,914,31505914
519,13,1790800,3,8,45,5,927,31505927
520,11,1790900,1,8,45,5,938,31505938
522,37,1790800,1,8,45,5,975,31505975
523,6,1790800,1,8,45,5,981,31505981
524,2,1790800,3,8,45,5,983,31505983
526,0,1790700,1,8,45,5,983,31505983
527,5,1790700,3,8,45,5,988,31505988
528,0,1790700,1,8,45,5,988,31505988
529,0,1790700,2,8,45,5,988,31505988
530,0,1790700,1,8,45,5,988,31505988
531,0,1790700,1,8,45,5,988,31505988
532,0,1790700,1,8,45,5,988,31505988
533,33,1790700,1,8,45,6,21,31506021
534,41,1790700,3,8,45,6,62,31506062
535,82,1790700,1,8,45,6,144,31506144
536,27,1790700,1,8,45,6,171,31506171
537,6,1790700,1,8,45,6,177,31506177
538,0,1790700,4,8,45,6,177,31506177
539,27,1790600,1,8,45,6,204,31506204
540,18,1790600,1,8,45,6,222,31506222
541,51,1790600,1,8,45,6,273,31506273
542,17,1790600,2,8,45,6,290,31506290
543,32,1790600,3,8,45,6,322,31506322
544,1,1790600,1,8,45,6,323,31506323
545,28,1790600,2,8,45,6,351,31506351
546,10,1790600,2,8,45,6,361,31506361
547,10,1790500,1,8,45,6,371,31506371
548,2,1790500,1,8,45,6,373,31506373
549,53,1790500,2,8,45,6,426,31506426
550,20,1790500,2,8,45,6,446,31506446
551,51,1790500,2,8,45,6,497,31506497
552,1,1790500,1,8,45,6,498,31506498
553,0,1790500,1,8,45,6,498,31506498
554,32,1790400,2,8,45,6,530,31506530
555,12,1790400,3,8,45,6,542,31506542
556,6,1790500,2,8,45,6,548,31506548
557,39,1790400,4,8,45,6,587,31506587
558,13,1790400,1,8,45,6,600,31506600
559,12,1790400,1,8,45,6,612,31506612
560,6,1790300,2,8,45,6,618,31506618
561,6,1790500,1,8,45,6,624,31506624
562,15,1790300,1,8,45,6,639,31506639
563,5,1790300,1,8,45,6,644,31506644
564,5,1790500,1,8,45,6,649,31506649
565,51,1790300,1,8,45,6,700,31506700
566,25,1790400,2,8,45,6,725,31506725
567,27,1790300,1,8,45,6,752,31506752
568,34,1790300,1,8,45,6,786,31506786
569,16,1790300,3,8,45,6,802,31506802
570,14,1790300,1,8,45,6,816,31506816
571,42,1790400,1,8,45,6,858,31506858
572,56,1790300,1,8,45,6,914,31506914
573,28,1790300,3,8,45,6,942,31506942
575,49,1790200,1,8,45,6,991,31506991
576,3,1790200,1,8,45,6,994,31506994
577,18,1790200,1,8,45,7,12,31507012
578,20,1790200,1,8,45,7,32,31507032
579,21,1790200,1,8,45,7,53,31507053
580,15,1790200,2,8,45,7,68,31507068
581,17,1790100,1,8,45,7,85,31507085
582,3,1790100,1,8,45,7,88,31507088
583,7,1790100,1,8,45,7,95,31507095
584,4,1790100,3,8,45,7,99,31507099
585,60,1790100,2,8,45,7,159,31507159
586,10,1790100,2,8,45,7,169,31507169
587,10,1790100,4,8,45,7,179,31507179
588,1,1790100,1,8,45,7,180,31507180
589,0,1790100,1,8,45,7,180,31507180
590,20,1790100,1,8,45,7,200,31507200
592,47,1790100,1,8,45,7,247,31507247
594,14,1790000,1,8,45,7,261,31507261
595,31,1790000,2,8,45,7,292,31507292
596,16,1790100,1,8,45,7,308,31507308
597,9,1790000,1,8,45,7,317,31507317
598,56,1790200,1,8,45,7,373,31507373
599,21,1790200,2,8,45,7,394,31507394
600,15,1790000,1,8,45,7,409,31507409
601,0,1790000,1,8,45,7,409,31507409
602,13,1790000,10,8,45,7,422,31507422
603,1,1790000,1,8,45,7,423,31507423
604,1,1790000,1,8,45,7,424,31507424
605,0,1790000,1,8,45,7,424,31507424
606,25,1790000,3,8,45,7,449,31507449
608,9,1790000,3,8,45,7,458,31507458
609,77,1789900,2,8,45,7,535,31507535
610,24,1790100,1,8,45,7,559,31507559
611,6,1790000,1,8,45,7,565,31507565
612,19,1789900,2,8,45,7,584,31507584
613,29,1789900,1,8,45,7,613,31507613
614,5,1789900,1,8,45,7,618,31507618
615,201,1789800,3,8,45,7,819,31507819
616,52,1789800,7,8,45,7,871,31507871
617,23,1789800,2,8,45,7,894,31507894
619,22,1789700,1,8,45,7,916,31507916
620,89,1789700,1,8,45,8,5,31508005
621,41,1789700,1,8,45,8,46,31508046
622,3,1789700,1,8,45,8,49,31508049
624,7,1789600,1,8,45,8,56,31508056
625,24,1789600,1,8,45,8,80,31508080
626,7,1789600,1,8,45,8,87,31508087
627,86,1789600,1,8,45,8,173,31508173
628,21,1789500,3,8,45,8,194,31508194
629,41,1789500,1,8,45,8,235,31508235
631,61,1789400,3,8,45,8,296,31508296
633,59,1789300,1,8,45,8,355,31508355
634,4,1789400,3,8,45,8,359,31508359
635,1,1789300,2,8,45,8,360,31508360
636,61,1789300,1,8,45,8,421,31508421
637,4,1789300,2,8,45,8,425,31508425
638,0,1789300,1,8,45,8,425,31508425
639,7,1789200,1,8,45,8,432,31508432
640,11,1789200,2,8,45,8,443,31508443
641,30,1789100,2,8,45,8,473,31508473
642,14,1789200,1,8,45,8,487,31508487
644,38,1789200,3,8,45,8,525,31508525
645,13,1789200,1,8,45,8,538,31508538
646,15,1789100,3,8,45,8,553,31508553
647,62,1789100,2,8,45,8,615,31508615
648,5,1789100,2,8,45,8,620,31508620
649,51,1789100,3,8,45,8,671,31508671
650,12,1789100,1,8,45,8,683,31508683
651,46,1789100,1,8,45,8,729,31508729
652,12,1789000,2,8,45,8,741,31508741
653,0,1789000,4,8,45,8,741,31508741
654,52,1789000,1,8,45,8,793,31508793
655,31,1789000,1,8,45,8,824,31508824
657,36,1788900,3,8,45,8,860,31508860
658,25,1788800,5,8,45,8,885,31508885
659,32,1788800,1,8,45,8,917,31508917
660,9,1788800,1,8,45,8,926,31508926
661,1,1788800,1,8,45,8,927,31508927
662,0,1788800,1,8,45,8,927,31508927
663,3,1788800,1,8,45,8,930,31508930
664,35,1788900,4,8,45,8,965,31508965
665,13,1789000,1,8,45,8,978,31508978
666,0,1788800,3,8,45,8,978,31508978
667,4,1788800,2,8,45,8,982,31508982
668,16,1788800,1,8,45,8,998,31508998
669,76,1788800,2,8,45,9,74,31509074
670,4,1788800,1,8,45,9,78,31509078
672,91,1788700,1,8,45,9,169,31509169
673,1,1788600,1,8,45,9,170,31509170
674,74,1788500,5,8,45,9,244,31509244
676,97,1788400,1,8,45,9,341,31509341
677,73,1788300,2,8,45,9,414,31509414
678,18,1788400,1,8,45,9,432,31509432
679,1,1788500,3,8,45,9,433,31509433
680,4,1788400,1,8,45,9,437,31509437
681,6,1788300,1,8,45,9,443,31509443
682,0,1788600,3,8,45,9,443,31509443
684,1,1788400,1,8,45,9,444,31509444
685,69,1788700,1,8,45,9,513,31509513
686,5,1788400,1,8,45,9,518,31509518
687,27,1788700,2,8,45,9,545,31509545
689,8,1788600,1,8,45,9,553,31509553
690,1,1788600,2,8,45,9,554,31509554
691,74,1788500,1,8,45,9,628,31509628
692,1,1788400,1,8,45,9,629,31509629
693,31,1788400,1,8,45,9,660,31509660
694,50,1788300,2,8,45,9,710,31509710
695,3,1788300,1,8,45,9,713,31509713
696,30,1788300,1,8,45,9,743,31509743
697,18,1788500,1,8,45,9,761,31509761
698,50,1788500,2,8,45,9,811,31509811
699,0,1788700,2,8,45,9,811,31509811
700,1,1788800,3,8,45,9,812,31509812
701,88,1788900,3,8,45,9,900,31509900
702,0,1788900,3,8,45,9,900,31509900
703,0,1788900,3,8,45,9,900,31509900
705,1,1789200,3,8,45,9,901,31509901
706,2,1789300,1,8,45,9,903,31509903
707,0,1789300,1,8,45,9,903,31509903
708,1,1789300,1,8,45,9,904,31509904
709,1,1789400,1,8,45,9,905,31509905
710,2,1789300,1,8,45,9,907,31509907
711,20,1789300,2,8,45,9,927,31509927
712,41,1789400,2,8,45,9,968,31509968
714,40,1789300,1,8,45,10,8,31510008
715,12,1789200,1,8,45,10,20,31510020
716,10,1789200,2,8,45,10,30,31510030
717,0,1789200,2,8,45,10,30,31510030
719,3,1788800,1,8,45,10,33,31510033
720,0,1788800,1,8,45,10,33,31510033
721,36,1788900,2,8,45,10,69,31510069
722,1,1788900,1,8,45,10,70,31510070
723,34,1788700,1,8,45,10,104,31510104
724,0,1789000,2,8,45,10,104,31510104
725,63,1788600,1,8,45,10,167,31510167
726,3,1789100,1,8,45,10,170,31510170
727,42,1788600,1,8,45,10,212,31510212
728,6,1788600,1,8,45,10,218,31510218
729,0,1788900,1,8,45,10,218,31510218
730,23,1789000,1,8,45,10,241,31510241
731,1,1789100,2,8,45,10,242,31510242
732,12,1789100,1,8,45,10,254,31510254
733,16,1789200,1,8,45,10,270,31510270
734,5,1789300,1,8,45,10,275,31510275
735,4,1788900,1,8,45,10,279,31510279
736,1,1789200,1,8,45,10,280,31510280
737,1,1789300,1,8,45,10,281,31510281
738,1,1789300,1,8,45,10,282,31510282
739,3,1789400,1,8,45,10,285,31510285
740,5,1789400,1,8,45,10,290,31510290
741,5,1789400,1,8,45,10,295,31510295
742,36,1789300,2,8,45,10,331,31510331
743,11,1789200,1,8,45,10,342,31510342
744,0,1789600,1,8,45,10,342,31510342
745,12,1789500,1,8,45,10,354,31510354
746,60,1789300,2,8,45,10,414,31510414
747,0,1789300,2,8,45,10,414,31510414
749,44,1789300,1,8,45,10,458,31510458
751,16,1789300,1,8,45,10,474,31510474
752,183,1789100,4,8,45,10,657,31510657
754,17,1789100,1,8,45,10,674,31510674
755,25,1789500,1,8,45,10,699,31510699
757,19,1789100,1,8,45,10,718,31510718
759,19,1789600,3,8,45,10,737,31510737
760,84,1789300,2,8,45,10,821,31510821
761,59,1789700,1,8,45,10,880,31510880
762,0,1789700,1,8,45,10,880,31510880
763,1,1789700,1,8,45,10,881,31510881
764,0,1789700,1,8,45,10,881,31510881
765,85,1789800,1,8,45,10,966,31510966
766,31,1789700,1,8,45,10,997,31510997
767,14,1789800,1,8,45,11,11,31511011
768,13,1789800,1,8,45,11,24,31511024
769,118,1789800,1,8,45,11,142,31511142
771,169,1789700,1,8,45,11,311,31511311
772,0,1789900,1,8,45,11,311,31511311
774,277,1790000,1,8,45,11,588,31511588
775,14,1790100,1,8,45,11,602,31511602
776,203,1790100,1,8,45,11,805,31511805
777,0,1790100,1,8,45,11,805,31511805
778,56,1790100,1,8,45,11,861,31511861
779,0,1790100,1,8,45,11,861,31511861
781,0,1790300,4,8,45,11,861,31511861
782,16,1790400,1,8,45,11,877,31511877
783,5,1790500,1,8,45,11,882,31511882
784,578,1790500,1,8,45,12,460,31512460
785,2,1790400,1,8,45,12,462,31512462
787,0,1790500,3,8,45,12,462,31512462
788,43,1790300,1,8,45,12,505,31512505
789,76,1790500,1,8,45,12,581,31512581
790,62,1790500,1,8,45,12,643,31512643
791,0,1790500,1,8,45,12,643,31512643
792,0,1790500,1,8,45,12,643,31512643
793,0,1790500,1,8,45,12,643,31512643
794,0,1790500,1,8,45,12,643,31512643
795,0,1790500,1,8,45,12,643,31512643
796,0,1790500,1,8,45,12,643,31512643
797,0,1790500,1,8,45,12,643,31512643
799,41,1791000,1,8,45,12,684,31512684
800,40,1791400,1,8,45,12,724,31512724
801,0,1791400,1,8,45,12,724,31512724
802,16,1791000,1,8,45,12,740,31512740
803,89,1791000,3,8,45,12,829,31512829
804,15,1791400,1,8,45,12,844,31512844
805,56,1791100,1,8,45,12,900,31512900
806,2,1791400,1,8,45,12,902,31512902
807,1,1791500,1,8,45,12,903,31512903
808,7,1791600,1,8,45,12,910,31512910
809,0,1791600,1,8,45,12,910,31512910
810,10,1791600,1,8,45,12,920,31512920
811,124,1791500,1,8,45,13,44,31513044
812,0,1791500,1,8,45,13,44,31513044
814,10,1791300,1,8,45,13,54,31513054
816,27,1791200,1,8,45,13,81,31513081
817,22,1791100,1,8,45,13,103,31513103
818,1,1791100,2,8,45,13,104,31513104
819,27,1791200,2,8,45,13,131,31513131
820,25,1791200,1,8,45,13,156,31513156
821,33,1791000,1,8,45,13,189,31513189
822,32,1790900,1,8,45,13,221,31513221
823,95,1791200,3,8,45,13,316,31513316
824,31,1791100,1,8,45,13,347,31513347
825,103,1791300,1,8,45,13,450,31513450
826,174,1791400,4,8,45,13,624,31513624
827,319,1791100,5,8,45,13,943,31513943
828,231,1791000,3,8,45,14,174,31514174
829,1,1791000,3,8,45,14,175,31514175
830,19,1791300,1,8,45,14,194,31514194
831,34,1791000,1,8,45,14,228,31514228
832,215,1790900,1,8,45,14,443,31514443
833,1,1790900,9,8,45,14,444,31514444
834,0,1790800,4,8,45,14,444,31514444
835,236,1790700,2,8,45,14,680,31514680
836,10,1790700,6,8,45,14,690,31514690
837,0,1790700,6,8,45,14,690,31514690
839,2,1790400,9,8,45,14,692,31514692
840,325,1790300,1,8,45,15,17,31515017
841,0,1790300,4,8,45,15,17,31515017
842,69,1790300,1,8,45,15,86,31515086
843,22,1790200,1,8,45,15,108,31515108
844,367,1790300,1,8,45,15,475,31515475
845,452,1790500,1,8,45,15,927,31515927
846,172,1790400,1,8,45,16,99,31516099
847,78,1790400,1,8,45,16,177,31516177
848,11,1790200,2,8,45,16,188,31516188
849,1,1790100,5,8,45,16,189,31516189
850,94,1790100,1,8,45,16,283,31516283
851,14,1790100,1,8,45,16,297,31516297
852,83,1790200,1,8,45,16,380,31516380
853,166,1790100,1,8,45,16,546,31516546
854,7,1790100,10,8,45,16,553,31516553
855,72,1790300,3,8,45,16,625,31516625
856,7,1790100,1,8,45,16,632,31516632
857,259,1790300,1,8,45,16,891,31516891
858,184,1790200,1,8,45,17,75,31517075
859,124,1790100,1,8,45,17,199,31517199
860,1,1790000,8,8,45,17,200,31517200
861,127,1790000,2,8,45,17,327,31517327
862,73,1790000,1,8,45,17,400,31517400
863,502,1789900,3,8,45,17,902,31517902
864,1,1789900,3,8,45,17,903,31517903
865,65,1789800,2,8,45,17,968,31517968
867,70,1789700,4,8,45,18,38,31518038
868,0,1789700,4,8,45,18,38,31518038
869,0,1789700,4,8,45,18,38,31518038
871,2,1789700,1,8,45,18,40,31518040
872,223,1789800,2,8,45,18,263,31518263
874,220,1789900,1,8,45,18,483,31518483
876,61,1789800,2,8,45,18,544,31518544
877,38,1790000,1,8,45,18,582,31518582
878,307,1790000,1,8,45,18,889,31518889
879,53,1790000,1,8,45,18,942,31518942
880,108,1790100,3,8,45,19,50,31519050
881,51,1790000,1,8,45,19,101,31519101
882,129,1790000,1,8,45,19,230,31519230
883,92,1790000,1,8,45,19,322,31519322
884,129,1790200,2,8,45,19,451,31519451
885,56,1790200,1,8,45,19,507,31519507
886,346,1790100,1,8,45,19,853,31519853
887,18,1790100,1,8,45,19,871,31519871
888,92,1790200,2,8,45,19,963,31519963
889,10,1790200,1,8,45,19,973,31519973
890,1,1790200,2,8,45,19,974,31519974
891,108,1790200,1,8,45,20,82,31520082
892,44,1790400,1,8,45,20,126,31520126
893,276,1790400,1,8,45,20,402,31520402
894,0,1790400,1,8,45,20,402,31520402
895,1,1790400,1,8,45,20,403,31520403
896,0,1790400,1,8,45,20,403,31520403
897,0,1790400,1,8,45,20,403,31520403
898,4,1790400,1,8,45,20,407,31520407
899,59,1790500,1,8,45,20,466,31520466
900,199,1790400,1,8,45,20,665,31520665
901,240,1790400,1,8,45,20,905,31520905
902,0,1790400,1,8,45,20,905,31520905
903,0,1790400,14,8,45,20,905,31520905
904,1,1790300,1,8,45,20,906,31520906
905,43,1790200,1,8,45,20,949,31520949
906,220,1790300,1,8,45,21,169,31521169
908,38,1790300,1,8,45,21,207,31521207
909,98,1790300,1,8,45,21,305,31521305
911,73,1790300,1,8,45,21,378,31521378
913,296,1790400,3,8,45,21,674,31521674
914,53,1790200,1,8,45,21,727,31521727
915,394,1790100,1,8,45,22,121,31522121
916,351,1790200,1,8,45,22,472,31522472
917,115,1790300,1,8,45,22,587,31522587
918,808,1790200,2,8,45,23,395,31523395
919,351,1790300,1,8,45,23,746,31523746
920,42,1790300,1,8,45,23,788,31523788
921,44,1790300,1,8,45,23,832,31523832
922,236,1790300,3,8,45,24,68,31524068
923,269,1790200,1,8,45,24,337,31524337
925,35,1790200,1,8,45,24,372,31524372
926,289,1790200,1,8,45,24,661,31524661
927,304,1790200,1,8,45,24,965,31524965
928,256,1790200,1,8,45,25,221,31525221
929,435,1790200,1,8,45,25,656,31525656
930,61,1790200,1,8,45,25,717,31525717
931,63,1790200,1,8,45,25,780,31525780
932,11,1790200,1,8,45,25,791,31525791
933,4,1790100,1,8,45,25,795,31525795
934,0,1790100,1,8,45,25,795,31525795
935,372,1790100,1,8,45,26,167,31526167
936,1,1790000,21,8,45,26,168,31526168
937,132,1790000,1,8,45,26,300,31526300
938,429,1790100,1,8,45,26,729,31526729
939,197,1790100,1,8,45,26,926,31526926
941,122,1790200,5,8,45,27,48,31527048
942,123,1790200,3,8,45,27,171,31527171
943,72,1790400,2,8,45,27,243,31527243
944,56,1790100,1,8,45,27,299,31527299
945,264,1790100,2,8,45,27,563,31527563
946,162,1790100,1,8,45,27,725,31527725
947,409,1790400,1,8,45,28,134,31528134
948,875,1790400,1,8,45,29,9,31529009
949,42,1790300,1,8,45,29,51,31529051
950,313,1790200,1,8,45,29,364,31529364
951,296,1790300,1,8,45,29,660,31529660
952,765,1790400,2,8,45,30,425,31530425
953,0,1790400,3,8,45,30,425,31530425
954,85,1790300,1,8,45,30,510,31530510
955,205,1790300,1,8,45,30,715,31530715
957,3,1790400,1,8,45,30,718,31530718
958,110,1790200,1,8,45,30,828,31530828
959,3,1790200,4,8,45,30,831,31530831
960,0,1790200,4,8,45,30,831,31530831
962,129,1790000,3,8,45,30,960,31530960
963,1018,1790200,1,8,45,31,978,31531978
964,116,1790000,2,8,45,32,94,31532094
965,124,1790100,1,8,45,32,218,31532218
966,215,1790200,1,8,45,32,433,31532433
967,127,1790100,1,8,45,32,560,31532560
968,55,1790100,1,8,45,32,615,31532615
970,1046,1790100,2,8,45,33,661,31533661
972,23,1790000,3,8,45,33,684,31533684
974,35,1789900,1,8,45,33,719,31533719
975,0,1789900,2,8,45,33,719,31533719
976,15,1789900,1,8,45,33,734,31533734
977,75,1789800,3,8,45,33,809,31533809
978,0,1789800,3,8,45,33,809,31533809
979,0,1789800,2,8,45,33,809,31533809
980,21,1789700,2,8,45,33,830,31533830
982,401,1789700,3,8,45,34,231,31534231
983,74,1789700,2,8,45,34,305,31534305
984,39,1789800,1,8,45,34,344,31534344
985,242,1789600,1,8,45,34,586,31534586
986,32,1789500,5,8,45,34,618,31534618
987,36,1789600,1,8,45,34,654,31534654
988,1,1789700,1,8,45,34,655,31534655
989,41,1789700,1,8,45,34,696,31534696
990,121,1789500,1,8,45,34,817,31534817
991,305,1789500,1,8,45,35,122,31535122
992,201,1789500,1,8,45,35,323,31535323
993,411,1789600,2,8,45,35,734,31535734
995,242,1789700,1,8,45,35,976,31535976
996,103,1789800,1,8,45,36,79,31536079
997,156,1789800,6,8,45,36,235,31536235
998,72,1789700,1,8,45,36,307,31536307
999,6,1789900,2,8,45,36,313,31536313
1000,7,1789800,1,8,45,36,320,31536320
1001,81,1790000,5,8,45,36,401,31536401
1002,444,1790200,1,8,45,36,845,31536845
1003,567,1790200,1,8,45,37,412,31537412
1004,213,1790000,5,8,45,37,625,31537625
1005,38,1790100,1,8,45,37,663,31537663
1006,1,1790100,1,8,45,37,664,31537664
1007,1,1790100,1,8,45,37,665,31537665
1008,466,1790000,2,8,45,38,131,31538131
1009,217,1790200,1,8,45,38,348,31538348
1010,100,1790000,1,8,45,38,448,31538448
1011,257,1790000,1,8,45,38,705,31538705
1012,305,1789900,1,8,45,39,10,31539010
1013,45,1790000,1,8,45,39,55,31539055
1014,192,1790000,1,8,45,39,247,31539247
1015,101,1790200,1,8,45,39,348,31539348
1016,1,1790200,1,8,45,39,349,31539349
1017,20,1790300,1,8,45,39,369,31539369
1018,0,1790300,5,8,45,39,369,31539369
1019,0,1790300,3,8,45,39,369,31539369
1020,79,1790300,1,8,45,39,448,31539448
1021,114,1790200,1,8,45,39,562,31539562
1022,93,1790200,2,8,45,39,655,31539655
1023,168,1790200,1,8,45,39,823,31539823
1024,292,1790300,1,8,45,40,115,31540115
1026,27,1790200,1,8,45,40,142,31540142
1027,253,1790100,1,8,45,40,395,31540395
1028,764,1790100,1,8,45,41,159,31541159
1029,0,1790100,1,8,45,41,159,31541159
1030,64,1790100,1,8,45,41,223,31541223
1031,0,1790100,3,8,45,41,223,31541223
1032,75,1790000,1,8,45,41,298,31541298
1033,66,1790100,1,8,45,41,364,31541364
1034,1322,1790100,1,8,45,42,686,31542686
